ticker,max_duration_days,max_duration_start_date,max_duration_end_date,avg_turnover,notes,source
VACH,16,2025-03-20,2025-04-04,999585,,
TVAI,16,2025-08-18,2025-09-02,895819,,
PICC,16,2022-01-04,2022-01-19,849262,,
DAOO,16,2022-06-23,2022-07-08,847081,,
LPAA,16,2025-07-30,2025-08-14,707324,,
SHFS,16,2022-03-24,2022-04-08,707323,,
DLCA,16,2022-07-11,2022-07-26,668515,,
DNZ,16,2023-01-05,2023-01-20,639459,,
TCAC,16,2022-03-30,2022-04-14,568833,,
RFAI,16,2025-04-10,2025-04-25,478479,,
BRIV,16,2022-11-15,2022-11-30,383298,,
DTI,16,2022-03-07,2022-03-22,382685,,
ICG,16,2023-11-06,2023-11-21,314106,,
PEBK,16,2022-07-06,2022-07-21,298757,,
LRE,16,2024-03-20,2024-04-04,152462,,
AUBN,16,2023-01-05,2023-01-20,73874,,
PHAR,16,2023-07-24,2023-08-08,73007,,
WHLM,16,2024-08-06,2024-08-21,60295,,
QLI,16,2023-09-18,2023-10-03,35445,,
AENZ,16,2023-10-05,2023-10-20,35145,,
KFFB,16,2025-08-20,2025-09-04,19018,,
TOP,15,2023-05-12,2023-05-26,7215025,,
MTAL,15,2022-09-30,2022-10-14,2575279,,
YTPG,15,2022-10-28,2022-11-11,1696412,,
KAIR,15,2022-09-30,2022-10-14,1160290,,
AGAC,15,2023-05-26,2023-06-09,1095006,,
BSKY,15,2022-09-01,2022-09-15,971332,,
ANAC,15,2022-08-24,2022-09-07,969842,,
CLRM,15,2022-06-03,2022-06-17,794975,,
POW,15,2022-01-05,2022-01-19,747860,,
FRW,15,2022-02-03,2022-02-17,739726,,
PSAG,15,2022-07-07,2022-07-21,686076,,
MLEC,15,2025-05-30,2025-06-13,664075,,
TWOA,15,2023-09-14,2023-09-28,588716,,
NBTX,15,2022-12-14,2022-12-28,538794,,
BPTS,15,2022-03-17,2022-03-31,462970,,
GRAF,15,2025-07-15,2025-07-29,405011,,
GAPA,15,2022-07-11,2022-07-25,372678,,
WLAC,15,2025-07-03,2025-07-17,363595,,
AIFE,15,2025-07-18,2025-08-01,237214,,
MOLN,15,2023-07-11,2023-07-25,162317,,
SSBI,15,2025-05-23,2025-06-06,117176,,
RDIB,15,2025-02-13,2025-02-27,108182,,
FSEA,15,2022-10-12,2022-10-26,106203,,
GECCZ,15,2024-11-11,2024-11-25,101359,,
WILC,15,2022-04-28,2022-05-12,87745,,
GNTA,15,2023-04-06,2023-04-20,41088,,
CCIR,14,2024-12-18,2024-12-31,5565063,,
CHSN,14,2024-10-08,2024-10-21,2072613,,
TCVA,14,2023-01-06,2023-01-19,1653151,,
PCPC,14,2022-05-27,2022-06-09,1598194,,
DCRD,14,2022-03-22,2022-04-04,1198450,,
TSIB,14,2022-01-28,2022-02-10,1147148,,
ATII,14,2025-07-22,2025-08-04,1123957,,
SVFB,14,2022-07-01,2022-07-14,973123,,
ADXN,14,2025-05-15,2025-05-28,787324,,
INAC,14,2025-08-15,2025-08-28,708577,,
TACH,14,2025-08-14,2025-08-27,634418,,
OMEG,14,2022-05-13,2022-05-26,546732,,
SLND,14,2022-09-01,2022-09-14,487060,,
MSAC,14,2022-10-07,2022-10-20,414394,,
IQMD,14,2023-02-10,2023-02-23,404894,,
AIRT,14,2025-05-30,2025-06-12,222158,,
FXNC,14,2022-04-05,2022-04-18,219102,,
SWKHL,14,2024-10-16,2024-10-29,120521,,
NEWTI,14,2024-10-24,2024-11-06,109068,,
TCBC,14,2023-06-23,2023-07-06,98043,,
OBAS,14,2022-01-28,2022-02-10,61841,,
YIBO,13,2024-05-08,2024-05-20,1463654,,
MACC,13,2022-11-16,2022-11-28,1283712,,
FERA,13,2025-08-15,2025-08-27,1228317,,
BTBD,13,2024-07-18,2024-07-30,959176,,
VSA,13,2023-10-11,2023-10-23,846517,,
SWET,13,2022-05-26,2022-06-07,826824,,
POLE,13,2025-03-21,2025-04-02,746909,,
NNAG,13,2024-07-03,2024-07-15,503673,,
AEAC,13,2022-06-17,2022-06-29,478679,,
MKC.V,13,2022-12-16,2022-12-28,205967,,
EMCF,13,2022-06-01,2022-06-13,144694,,
ANEB,13,2023-04-14,2023-04-26,120746,,
CSSEN,13,2023-07-13,2023-07-25,113286,,
PHCF,13,2023-03-09,2023-03-21,54890,,
DSWL,13,2023-10-04,2023-10-16,26951,,
AWX,13,2023-10-19,2023-10-31,24360,,
GTPB,12,2022-07-15,2022-07-26,2768951,,
MSDA,12,2022-11-10,2022-11-21,1947804,,
SCOB,12,2022-08-29,2022-09-09,1383774,,
ATGL,12,2025-07-24,2025-08-04,1171538,,
PDOT,12,2022-10-06,2022-10-17,1075517,,
TETC,12,2022-09-12,2022-09-23,1032946,,
AGMH,12,2023-10-27,2023-11-07,945302,,
MXC,12,2023-10-27,2023-11-07,886631,,
OHPA,12,2022-06-02,2022-06-13,755390,,
AGGR,12,2022-10-24,2022-11-04,729065,,
CTAQ,12,2022-09-02,2022-09-13,679881,,
RCHG,12,2022-08-05,2022-08-16,626881,,
HPX,12,2022-12-01,2022-12-12,586650,,
GFX,12,2023-03-13,2023-03-24,585227,,
FRON,12,2022-08-12,2022-08-23,579115,,
SBXC,12,2023-11-06,2023-11-17,569779,,
SRSA,12,2022-10-10,2022-10-21,538043,,
GSAQ,12,2022-06-06,2022-06-17,414655,,
CHPG,12,2025-07-24,2025-08-04,234758,,
CNFR,12,2023-06-22,2023-07-03,193875,,
GAINN,12,2022-10-07,2022-10-18,170706,,
CPBI,12,2025-07-10,2025-07-21,124925,,
CPHC,12,2024-10-18,2024-10-29,121341,,
BBIG,11,2022-08-05,2022-08-15,36684521,,
FOXO,11,2022-02-08,2022-02-18,3708517,,
KBSX,11,2025-02-21,2025-03-03,2681753,,
SBEV,11,2025-03-17,2025-03-27,1838543,,
BNC,11,2025-05-27,2025-06-06,1660011,,
BEAG,11,2025-03-18,2025-03-28,1454676,,
KVSA,11,2023-08-15,2023-08-25,1165555,,
WPCA,11,2022-04-19,2022-04-29,1087824,,
RAAQ,11,2025-07-25,2025-08-04,994562,,
DDC,11,2025-04-07,2025-04-17,950370,,
LPBB,11,2024-12-27,2025-01-06,840165,,
COVA,11,2022-02-08,2022-02-18,824913,,
ALDF,11,2025-01-07,2025-01-17,824877,,
BOAS,11,2022-02-04,2022-02-14,718464,,
EGHA,11,2025-07-28,2025-08-07,697907,,
KAII,11,2022-07-19,2022-07-29,697842,,
KIII,11,2022-08-02,2022-08-12,636152,,
BNR,11,2024-05-31,2024-06-10,570164,,
FZT,11,2022-05-16,2022-05-26,567986,,
TAYD,11,2022-02-01,2022-02-11,537271,,
MRNO,11,2024-10-18,2024-10-28,331234,,
VTVT,11,2025-07-21,2025-07-31,320912,,
LMST,11,2022-10-10,2022-10-20,271963,,
PHXM,11,2024-02-06,2024-02-16,229796,,
GBLI,11,2025-02-04,2025-02-14,213366,,
IMAQ,11,2023-11-07,2023-11-17,144817,,
CLST,11,2024-08-06,2024-08-16,95014,,
AIH,11,2023-09-25,2023-10-05,32450,,
BTAQU,11,2022-01-04,2022-01-14,15718,,
CEP,10,2024-09-23,2024-10-02,33010497,,
AHI,10,2022-10-03,2022-10-12,2824726,,
NAAC,10,2022-12-05,2022-12-14,1391715,,
MDIA,10,2023-11-20,2023-11-29,1241167,,
TRTL,10,2023-03-01,2023-03-10,1221511,,
FRSG,10,2023-02-08,2023-02-17,1032894,,
PV,10,2022-07-05,2022-07-14,1021172,,
CRAQ,10,2025-07-30,2025-08-08,1011503,,
QVCGB,10,2022-01-10,2022-01-19,809157,,
ROSS,10,2023-07-10,2023-07-19,800231,,
CYAD,10,2022-06-22,2022-07-01,695403,,
OBT,10,2022-04-18,2022-04-27,594861,,
MGLD,10,2024-09-30,2024-10-09,575537,,
HDL,10,2025-04-14,2025-04-23,394264,,
BHSE,10,2022-08-29,2022-09-07,392834,,
MPAC,10,2022-08-24,2022-09-02,243222,,
BRFH,10,2022-07-19,2022-07-28,158687,,
FCAP,10,2023-11-21,2023-11-30,155564,,
DIT,10,2025-05-21,2025-05-30,155546,,
LVRO,10,2024-05-01,2024-05-10,136120,,
WHFCL,10,2025-07-09,2025-07-18,124838,,
HALL,10,2023-10-02,2023-10-11,107588,,
ZEAL,10,2022-08-30,2022-09-08,77964,,
DXR,10,2024-06-18,2024-06-27,73732,,
FUSB,10,2023-07-24,2023-08-02,58141,,
TPET,9,2024-11-06,2024-11-14,2449487,,
PTIX,9,2023-07-10,2023-07-18,2277559,,
OTRA,9,2022-01-18,2022-01-26,2016881,,
DGNU,9,2022-07-07,2022-07-15,1930451,,
HTPA,9,2022-11-17,2022-11-25,1651255,,
REVB,9,2022-01-31,2022-02-08,1619797,,
BACQ,9,2024-12-23,2024-12-31,1391334,,
VPCB,9,2022-05-16,2022-05-24,1149220,,
UPC,9,2023-03-20,2023-03-28,1106669,,
MDH,9,2022-09-15,2022-09-23,1070028,,
ITHX,9,2022-03-08,2022-03-16,913203,,
CLAS,9,2022-08-04,2022-08-12,884502,,
LNFA,9,2022-06-27,2022-07-05,810554,,
HMCO,9,2022-10-11,2022-10-19,806979,,
AFTR,9,2023-07-06,2023-07-14,721683,,
LEGT,9,2025-06-05,2025-06-13,700344,,
RNDB,9,2022-01-05,2022-01-13,648436,,
NVSA,9,2022-08-15,2022-08-23,605379,,
AAMC,9,2022-12-20,2022-12-28,491229,,
VABK,9,2022-01-06,2022-01-14,376847,,
PRBM,9,2022-06-23,2022-07-01,366540,,
PYPD,9,2024-05-23,2024-05-31,312955,,
DDI,9,2023-03-01,2023-03-09,287783,,
BNRE.A,9,2024-04-17,2024-04-25,182685,,
NCSM,9,2024-05-29,2024-06-06,177755,,
OVBC,9,2022-03-23,2022-03-31,161614,,
LINK,9,2022-08-16,2022-08-24,131838,,
FFBW,9,2022-04-19,2022-04-27,124040,,
SER,9,2024-04-24,2024-05-02,122277,,
PROC,9,2022-10-13,2022-10-21,122055,,
HMNF,9,2022-01-05,2022-01-13,118631,,
BAFN,9,2023-08-21,2023-08-29,109113,,
METCL,9,2024-11-04,2024-11-12,97128,,
OCFCP,9,2024-03-11,2024-03-19,92025,,
PDCC,9,2024-12-05,2024-12-13,70687,,
CVR,9,2024-07-22,2024-07-30,67803,,
MGYR,9,2022-01-06,2022-01-14,60222,,
OMCC,9,2025-04-28,2025-05-06,48650,,
IHT,9,2023-03-27,2023-04-04,35635,,
JCTC,9,2022-02-08,2022-02-16,30257,,
MCTR,8,2025-04-30,2025-05-07,13180560,,
UAVS,8,2024-10-07,2024-10-14,4018748,,
SCRM,8,2022-05-20,2022-05-27,3490371,,
KVSC,8,2023-02-27,2023-03-06,2268475,,
ACQR,8,2022-05-13,2022-05-20,2139524,,
HIII,8,2022-05-19,2022-05-26,2131557,,
WPCB,8,2022-05-16,2022-05-23,1860712,,
FCAX,8,2022-08-15,2022-08-22,1822920,,
PACX,8,2022-10-11,2022-10-18,1716867,,
RONI,8,2022-08-24,2022-08-31,1538150,,
IPCX,8,2025-07-22,2025-07-29,1470634,,
KTTA,8,2024-04-26,2024-05-03,1417026,,
ISAA,8,2022-11-18,2022-11-25,1115299,,
FINM,8,2022-11-15,2022-11-22,1074148,,
HVII,8,2025-04-16,2025-04-23,961715,,
SOUL,8,2025-07-22,2025-07-29,913733,,
AAQC,8,2022-08-15,2022-08-22,899827,,
FVT,8,2022-03-10,2022-03-17,839055,,
NVFY,8,2023-10-18,2023-10-25,822482,,
CZFS,8,2022-06-09,2022-06-16,766751,,
BOAC,8,2023-10-13,2023-10-20,729891,,
OSTR,8,2022-09-14,2022-09-21,725091,,
VNCE,8,2023-01-10,2023-01-17,710626,,
LOKM,8,2022-08-09,2022-08-16,622157,,
TTNP,8,2024-05-02,2024-05-09,421765,,
MHUA,8,2022-06-28,2022-07-05,401097,,
BREZ,8,2023-11-22,2023-11-29,397753,,
OSA,8,2023-06-01,2023-06-08,394317,,
OVLY,8,2022-08-23,2022-08-30,372847,,
ALTU,8,2024-01-03,2024-01-10,354783,,
SLNG,8,2022-07-08,2022-07-15,329453,,
FRAF,8,2022-05-10,2022-05-17,310501,,
MLVF,8,2023-05-23,2023-05-30,254564,,
DWSN,8,2022-11-25,2022-12-02,233343,,
STRR,8,2023-07-26,2023-08-02,217613,,
CBFV,8,2024-04-11,2024-04-18,197662,,
AFRI,8,2022-12-07,2022-12-14,193930,,
IVA,8,2022-08-24,2022-08-31,168987,,
AFBI,8,2023-11-28,2023-12-05,159772,,
GECCH,8,2025-05-02,2025-05-09,157221,,
CNOBP,8,2022-07-05,2022-07-12,150181,,
MCLD,8,2022-07-01,2022-07-08,143169,,
ARL,8,2022-01-13,2022-01-20,124048,,
ARKR,8,2024-08-16,2024-08-23,106965,,
PRPO,8,2024-04-11,2024-04-18,106288,,
ENFY,8,2024-08-12,2024-08-19,98188,,
MSC,8,2025-07-18,2025-07-25,90853,,
CDZIP,8,2022-08-04,2022-08-11,90002,,
INLX,8,2023-07-13,2023-07-20,77817,,
BCOW,8,2022-07-19,2022-07-26,73908,,
TLF,8,2023-04-13,2023-04-20,65909,,
HLG,8,2022-05-06,2022-05-13,55605,,
BRID,8,2024-07-19,2024-07-26,51821,,
ATIF,8,2024-08-07,2024-08-14,34485,,
EQS,8,2022-06-17,2022-06-24,22780,,
APWC,8,2023-03-27,2023-04-03,19234,,
GSUN,7,2025-06-05,2025-06-11,2360794,,
PNRG,7,2022-04-21,2022-04-27,2176675,,
FIGX,7,2025-08-27,2025-09-02,1494112,,
TSPQ,7,2022-02-10,2022-02-16,1445609,,
JACS,7,2025-07-24,2025-07-30,1316308,,
SPKB,7,2022-08-19,2022-08-25,1296563,,
EFSH,7,2023-03-14,2023-03-20,1212456,,
RAC,7,2025-08-28,2025-09-03,1155289,,
CHPM,7,2022-03-18,2022-03-24,1141276,,
JOFF,7,2022-08-02,2022-08-08,1130320,,
TMBR,7,2022-11-02,2022-11-08,1024857,,
DNAB,7,2022-08-31,2022-09-06,1004020,,
TSRI,7,2024-02-28,2024-03-05,956392,,
FSSI,7,2022-09-01,2022-09-07,933554,,
MRM,7,2022-09-29,2022-10-05,891546,,
VTIQ,7,2022-07-13,2022-07-19,884420,,
CLIM,7,2022-08-10,2022-08-16,607859,,
ASAQ,7,2022-05-12,2022-05-18,544808,,
EEIQ,7,2024-05-22,2024-05-28,453180,,
ANTE,7,2024-06-07,2024-06-13,384622,,
RICO,7,2022-04-29,2022-05-05,333275,,
ESP,7,2022-07-08,2022-07-14,315568,,
LIVE,7,2025-03-13,2025-03-19,277396,,
SAL,7,2022-08-19,2022-08-25,210306,,
SOFO,7,2023-01-25,2023-01-31,189815,,
PTRS,7,2022-07-08,2022-07-14,153921,,
LRFC,7,2024-10-11,2024-10-17,152258,,
NSEC,7,2022-01-20,2022-01-26,146427,,
ASTC,7,2024-06-05,2024-06-11,105223,,
ARBKL,7,2025-06-06,2025-06-12,95155,,
MBBC,7,2025-08-28,2025-09-03,91229,,
CIZN,7,2023-07-19,2023-07-25,65155,,
CEPO,6,2025-01-24,2025-01-29,5439152,,
CVII,6,2024-07-03,2024-07-08,4658102,,
KSPN,6,2022-03-30,2022-04-04,3105605,,
LGAC,6,2022-03-18,2022-03-23,2380714,,
MESO,6,2023-04-20,2023-04-25,2149692,,
QSG,6,2023-04-12,2023-04-17,2146742,,
IMTE,6,2024-08-29,2024-09-03,2060985,,
LCFY,6,2023-04-05,2023-04-10,2057288,,
LDWY,6,2025-03-27,2025-04-01,1812658,,
CYCN,6,2024-04-18,2024-04-23,1787991,,
ACII,6,2022-09-30,2022-10-05,1456921,,
JENA,6,2025-08-29,2025-09-03,1453378,,
SGLY,6,2024-05-31,2024-06-05,1252685,,
MTVC,6,2022-11-25,2022-11-30,1211757,,
DMYS,6,2022-04-08,2022-04-13,1083337,,
DMAA,6,2025-05-15,2025-05-20,1059378,,
FEIM,6,2023-06-21,2023-06-26,1013641,,
KCHV,6,2025-08-21,2025-08-26,989349,,
IPX,6,2022-12-07,2022-12-12,927548,,
TATT,6,2023-03-10,2023-03-15,924797,,
HLXA,6,2022-02-04,2022-02-09,919891,,
FACA,6,2022-02-25,2022-03-02,830621,,
PGRU,6,2023-05-11,2023-05-16,722036,,
CUB,6,2024-12-26,2024-12-31,698859,,
TEKK,6,2022-03-11,2022-03-16,651790,,
BREA,6,2023-12-15,2023-12-20,644604,,
PDEX,6,2023-07-27,2023-08-01,608892,,
SNDA,6,2024-01-25,2024-01-30,568049,,
BRNS,6,2022-07-28,2022-08-02,550350,,
VTRU,6,2024-04-12,2024-04-17,532933,,
ISTR,6,2022-01-13,2022-01-18,504303,,
PSPC,6,2022-07-01,2022-07-06,501131,,
IGAC,6,2022-10-26,2022-10-31,409871,,
THCH,6,2025-04-30,2025-05-05,406582,,
ELTK,6,2023-05-03,2023-05-08,374837,,
STRW,6,2023-08-24,2023-08-29,349515,,
AMBO,6,2024-07-19,2024-07-24,316459,,
DCOMG,6,2025-07-16,2025-07-21,231147,,
SBFG,6,2023-01-06,2023-01-11,216560,,
OPXS,6,2023-04-27,2023-05-02,212813,,
CEA,6,2022-11-17,2022-11-22,182913,,
LARK,6,2024-10-24,2024-10-29,169153,,
NYC,6,2025-08-13,2025-08-18,155529,,
ALOT,6,2022-11-23,2022-11-28,143215,,
ADAG,6,2023-08-24,2023-08-29,122449,,
XYLO,6,2025-05-30,2025-06-04,113070,,
STG,6,2024-05-01,2024-05-06,110359,,
UBOH,6,2022-04-28,2022-05-03,109779,,
MOGU,6,2024-05-02,2024-05-07,98484,,
NSYS,6,2025-03-20,2025-03-25,93328,,
BKSC,6,2022-02-18,2022-02-23,92807,,
OPHC,6,2022-07-08,2022-07-13,90105,,
SYNX,6,2024-08-22,2024-08-27,88107,,
BSBK,6,2024-02-21,2024-02-26,77931,,
PATI,6,2023-01-05,2023-01-10,77360,,
NCRA,6,2024-04-12,2024-04-17,73121,,
RECT,6,2025-07-03,2025-07-08,69951,,
POSTw,6,2022-03-02,2022-03-07,68660,,
UBCP,6,2025-04-11,2025-04-16,68465,,
BOTJ,6,2023-10-04,2023-10-09,66650,,
JFU,6,2023-07-12,2023-07-17,61535,,
HIHO,6,2025-05-30,2025-06-04,56231,,
FWP,6,2022-11-18,2022-11-23,33236,,
IXHL,5,2023-03-10,2023-03-14,7922252,halt for 5 days,
WINT,5,2022-04-08,2022-04-12,2387426,,
GSEV,5,2022-10-14,2022-10-18,2340398,,
KZIA,5,2023-10-06,2023-10-10,1947482,,
CCVI,5,2023-10-06,2023-10-10,1835149,,
PNTM,5,2023-05-19,2023-05-23,1660790,,
KFII,5,2025-05-08,2025-05-12,1526386,,
ANSC,5,2024-01-25,2024-01-29,1473146,,
MIT,5,2022-02-25,2022-03-01,1467823,,
GSQD,5,2022-12-02,2022-12-06,1449345,,
EQV,5,2024-10-21,2024-10-25,1345566,,
SFWL,5,2025-07-25,2025-07-29,1335061,,
LWAC,5,2025-08-25,2025-08-29,1325009,,
SCLE,5,2022-06-02,2022-06-06,1202134,,
BNRG,5,2023-01-09,2023-01-13,1063952,,
LHw,5,2023-06-22,2023-06-26,1025434,,
COPL,5,2025-07-03,2025-07-07,970339,,
RMSG,5,2025-04-25,2025-04-29,867808,,
PMN,5,2023-02-13,2023-02-17,763618,,
VINO,5,2024-08-09,2024-08-13,761547,,
MARPS,5,2024-03-14,2024-03-18,667105,,
PMNT,5,2024-06-07,2024-06-11,630333,,
BSVN,5,2022-10-10,2022-10-14,624860,,
WAFU,5,2024-09-16,2024-09-20,597239,,
ZOOZ,5,2025-01-24,2025-01-28,594651,,
NOAC,5,2022-07-22,2022-07-26,584919,,
GLAQ,5,2022-05-19,2022-05-23,557373,,
MFH,5,2024-08-09,2024-08-13,504162,,
CHMG,5,2022-04-18,2022-04-22,502786,,
RBCN,5,2022-04-14,2022-04-18,462640,,
GDTC,5,2024-09-16,2024-09-20,419740,,
NEWTG,5,2025-07-18,2025-07-22,333069,,
DUOT,5,2022-05-23,2022-05-27,328636,,
GHLD,5,2023-01-19,2023-01-23,301230,,
ABLLL,5,2023-12-22,2023-12-26,298388,,
OCC,5,2022-12-01,2022-12-05,279146,,
ECBK,5,2024-04-05,2024-04-09,277911,,
FHS,5,2022-07-22,2022-07-26,264489,,
EXOZ,5,2025-08-25,2025-08-29,262256,,
MDWT,5,2023-02-13,2023-02-17,192900,,
COE,5,2024-10-18,2024-10-22,182211,,
HROWM,5,2024-12-23,2024-12-27,181331,,
YJ,5,2025-04-11,2025-04-15,157464,,
CSBR,5,2022-11-25,2022-11-29,133030,,
BYFC,5,2024-11-15,2024-11-19,118177,,
ESBK,5,2022-05-02,2022-05-06,113328,,
XBIO,5,2025-05-19,2025-05-23,73480,,
NEPH,5,2023-10-26,2023-10-30,68710,,
SIF,5,2024-07-05,2024-07-09,46413,,
IDW,5,2023-03-30,2023-04-03,39341,,
AAME,5,2024-03-21,2024-03-25,20308,,
OKLO,4,2022-11-29,2022-12-02,192250048,,
SBET,4,2023-10-17,2023-10-20,65266048,,
EH,4,2023-10-09,2023-10-12,18207887,,
NVNI,4,2023-11-21,2023-11-24,8366634,,
IPDN,4,2023-11-21,2023-11-24,3049639,,
HOND,4,2024-12-10,2024-12-13,3026075,,
GWAV,4,2023-07-21,2023-07-24,2596310,,
PHVS,4,2022-08-09,2022-08-12,2533497,,
HCWB,4,2024-04-08,2024-04-11,2091073,,
NCNC,4,2024-10-18,2024-10-21,1621385,,
GRI,4,2022-02-11,2022-02-14,1580259,,
BAOS,4,2023-03-06,2023-03-09,1572486,,
SNTG,4,2025-07-25,2025-07-28,1204595,,
ARBK,4,2022-12-09,2022-12-12,1134557,,
CHAC,4,2025-07-21,2025-07-24,1076559,,
HIGA,4,2022-08-26,2022-08-29,968851,,
JCIC,4,2022-05-24,2022-05-27,928351,,
JZ,4,2024-09-03,2024-09-06,904584,,
IMRN,4,2022-12-09,2022-12-12,692123,,
RAYA,4,2025-02-10,2025-02-13,545746,,
KGEI,4,2024-08-23,2024-08-26,468948,,
JUNE,4,2025-01-24,2025-01-27,461930,,
BGM,4,2024-12-17,2024-12-20,395277,,
CHNR,4,2023-10-27,2023-10-30,355142,,
NWGL,4,2023-11-21,2023-11-24,350853,,
ZCMD,4,2025-05-02,2025-05-05,338238,,
BQ,4,2023-11-06,2023-11-09,213674,,
OCG,4,2025-03-11,2025-03-14,189278,,
TCI,4,2022-01-28,2022-01-31,177806,,
TRT,4,2024-09-06,2024-09-09,146982,,
RCOR,4,2022-05-02,2022-05-05,92074,,
CCEL,4,2022-07-18,2022-07-21,65388,,
UTSI,4,2025-06-10,2025-06-13,15252,,
GSK,3,2022-07-19,2022-07-21,173553269,,
DJCO,3,2023-05-09,2023-05-11,4835010,,
ROCR,3,2022-01-05,2022-01-07,2143954,,
EOCW,3,2023-05-03,2023-05-05,1538854,,
GIIX,3,2022-08-23,2022-08-25,1510414,,
TKLF,3,2025-06-18,2025-06-20,1485055,,
DNAD,3,2023-05-09,2023-05-11,999226,,
EHCw,3,2022-06-27,2022-06-29,869479,,
SMTK,3,2024-07-03,2024-07-05,798105,,
WARR,3,2022-02-09,2022-02-11,733495,,
SGE,3,2023-11-13,2023-11-15,680623,,
JCSE,3,2025-03-31,2025-04-02,665364,,
IONM,3,2022-03-02,2022-03-04,646877,,
BSAA,3,2025-08-12,2025-08-14,631383,,
MTNB,3,2024-08-28,2024-08-30,625210,,
PMTR,3,2025-08-27,2025-08-29,498408,,
PAQC,3,2022-08-30,2022-09-01,472252,,
EDRY,3,2025-07-09,2025-07-11,413523,,
VBNK,3,2022-10-05,2022-10-07,411660,,
TCFC,3,2022-09-07,2022-09-09,332443,,
ESGL,3,2025-08-18,2025-08-20,294054,,
MDXH,3,2022-12-12,2022-12-14,272403,,
BHM,3,2025-08-13,2025-08-15,256643,,
AXR,3,2022-11-28,2022-11-30,253694,,
FSFG,3,2023-10-10,2023-10-12,233770,,
OFSSO,3,2025-08-27,2025-08-29,226074,,
UK,3,2022-07-13,2022-07-15,204658,,
TURB,3,2025-04-14,2025-04-16,196547,,
UNB,3,2023-05-31,2023-06-02,178620,,
NYMTZ,3,2023-11-13,2023-11-15,151138,,
XELB,3,2023-02-07,2023-02-09,133640,,
LSB,3,2024-10-01,2024-10-03,127206,,
HPAI,3,2025-07-07,2025-07-09,122548,,
OMQS,3,2022-12-07,2022-12-09,106679,,
UBP,3,2023-02-13,2023-02-15,103223,,
XOMAO,3,2024-04-30,2024-05-02,97118,,
NAII,3,2022-06-29,2022-07-01,66627,,
WFCF,3,2025-05-20,2025-05-22,65075,,
PAVS,3,2025-06-03,2025-06-05,60589,,
BBGI,3,2025-05-14,2025-05-16,45742,,
CLPS,3,2025-05-07,2025-05-09,39083,,
FTAIV,3,2022-07-27,2022-07-29,10584,,
NWG,2,2022-08-30,2022-08-31,21855600,,
BLUE,2,2022-06-09,2022-06-10,16290121,,
GSRT,2,2025-04-02,2025-04-03,5607709,,
APM,2,2023-11-13,2023-11-14,4647964,,
APDN,2,2023-11-21,2023-11-22,4247724,,
GDC,2,2023-04-10,2023-04-11,3833086,,
ELAB,2,2024-01-09,2024-01-10,3261397,,
GTEN,2,2025-07-07,2025-07-08,2395572,,
WETO,2,2025-05-15,2025-05-16,1952414,,
DNAA,2,2022-07-14,2022-07-15,1920617,,
REVH,2,2022-10-20,2022-10-21,1810760,,
AZTR,2,2023-11-16,2023-11-17,1602484,,
AAM,2,2025-04-22,2025-04-23,1489513,,
MPTI,2,2023-08-01,2023-08-02,1424433,,
HCAR,2,2022-09-07,2022-09-08,874173,,
OMIC,2,2024-07-23,2024-07-24,768490,,
VINC,2,2025-04-16,2025-04-17,741164,,
CETX,2,2023-01-23,2023-01-24,658994,,
TACA,2,2022-03-10,2022-03-11,657585,,
NTRB,2,2023-05-17,2023-05-18,651642,,
IMMP,2,2023-05-31,2023-06-01,621361,,
ATHE,2,2023-11-20,2023-11-21,568699,,
KRKR,2,2025-09-03,2025-09-04,527135,,
FGI,2,2024-04-04,2024-04-05,482071,,
RHE,2,2024-06-06,2024-06-07,450386,,
HLP,2,2025-02-04,2025-02-05,434767,,
CMCT,2,2023-11-09,2023-11-10,377386,,
OKYO,2,2023-02-08,2023-02-09,361977,,
WMPN,2,2022-05-24,2022-05-25,333300,,
VALU,2,2023-04-17,2023-04-18,319510,,
TRSG,2,2025-09-02,2025-09-03,308969,,
HTLM,2,2025-04-15,2025-04-16,261022,,
NVX,2,2024-06-05,2024-06-06,219905,,
SELX,2,2025-02-12,2025-02-13,194818,,
ELPC,2,2025-07-08,2025-07-09,169294,,
ARTW,2,2024-08-14,2024-08-15,158554,,
XIN,2,2025-04-16,2025-04-17,144623,,
SUMR,2,2022-01-26,2022-01-27,139524,,
IONR,2,2025-06-11,2025-06-12,132718,,
PLAG,2,2024-07-16,2024-07-17,129781,,
OXLCL,2,2022-04-05,2022-04-06,115761,,
ABLV,2,2023-12-20,2023-12-21,103124,,
COHN,2,2023-10-12,2023-10-13,102782,,
IMBIL,2,2022-09-26,2022-09-27,97250,,
PROV,2,2024-05-28,2024-05-29,96427,,
LGL,2,2024-10-23,2024-10-24,63673,,
AKTX,2,2024-02-13,2024-02-14,63238,,
BBIGV,2,2022-06-13,2022-06-14,8526,,
BIIB,1,2023-06-09,2023-06-09,260306340,,
CLSK,1,2024-11-08,2024-11-08,190435271,,
ALNY,1,2023-09-13,2023-09-13,182349620,,
SRPT,1,2023-05-12,2023-05-12,141903122,,
NVAX,1,2022-06-07,2022-06-07,130158275,,
CRSP,1,2023-10-31,2023-10-31,94311331,,
CYTK,1,2022-12-13,2022-12-13,76408362,,
GH,1,2024-05-23,2024-05-23,65915866,,
VERU,1,2022-11-09,2022-11-09,36416426,,
