ticker,max_duration_days,max_duration_start_date,max_duration_end_date,avg_turnover,notes,source,cut_off_date,counts
GAME,2037,2015-11-19,2021-06-16,1796570,,,,
BETR,2031,2018-01-31,2023-08-23,7910663,,,,
CHAC,2027,2019-10-29,2025-05-16,1978089,,,,
NECB,2024,2015-12-28,2021-07-12,844468,,,,
APP,2019,2015-10-05,2021-04-14,653715246,,,,
CYT,2018,2015-12-09,2021-06-17,12534400,,,,
CAP,1988,2015-08-14,2021-01-21,2991355,,,,
REE,1971,2016-02-29,2021-07-22,1183353,,,,
ENVI,1957,2015-10-27,2021-03-05,785505,,,,
RNA,1947,2015-02-12,2020-06-11,36653867,,,,
IHS,1919,2016-07-13,2021-10-13,13491392,,,,
LGCY,1917,2019-06-28,2024-09-25,1959277,,,,
NVX,1913,2016-11-07,2022-02-01,627625,,,,
SYT,1908,2018-01-08,2023-03-30,27450496,,,,
MBLY,1881,2017-09-01,2022-10-25,133989297,,,,
TGE,1875,2020-04-17,2025-06-04,37703607,,,,
SMLR,1874,2016-08-11,2021-09-27,7969394,,,,
API,1873,2015-05-11,2020-06-25,16585245,,,,
SLI,1867,2016-06-02,2021-07-12,5123204,,,,
RKT,1862,2015-07-02,2020-08-05,148477721,,,,
RUBI,1858,2020-07-01,2025-08-01,6118670,,,,
PERF,1857,2017-09-28,2022-10-28,179959,,,,
BGC,1851,2018-06-06,2023-06-30,19939485,,,,
NEWP,1844,2016-05-02,2021-05-19,1577461,,,,
PTIC,1840,2017-11-16,2022-11-29,22525329,,,,
CVT,1836,2016-11-29,2021-12-08,9824229,,,,
HGSH,1829,2017-03-20,2022-03-22,487543,,,,
RGP,1799,2015-04-30,2020-04-01,5525942,,,,
BRLI,1798,2015-08-20,2020-07-21,3334259,,,,
INR,1794,2020-03-04,2025-01-30,1722194,,,,
TGEN,1782,2020-06-19,2025-05-05,634360,,,,
SWIN,1781,2018-10-22,2023-09-06,1857988,,,,
ANAC,1757,2016-06-24,2021-04-15,46120682,,,,
DRVN,1739,2016-04-12,2021-01-14,15495521,,,,
TRTL,1725,2016-12-19,2021-09-08,984448,,,,
MATH,1721,2018-03-28,2022-12-12,135086,,,,
BLNG,1719,2017-01-03,2021-09-17,305209,,,,
UK,1715,2016-03-09,2020-11-17,280637,,,,
SCU,1707,2015-01-09,2019-09-11,3016962,,,,
JCAP,1693,2020-11-06,2025-06-25,2971192,,,,
BWIN,1683,2015-03-16,2019-10-23,13160024,,,,
HRT,1677,2017-03-27,2021-10-28,2655842,,,,
FSRV,1676,2015-06-02,2020-01-02,4290111,,,,
GLIBA,1667,2020-12-21,2025-07-14,28070661,,,,
NCI,1656,2019-10-11,2024-04-22,4559328,,,,
PFX,1649,2016-06-27,2020-12-31,282711,,,,
IOT,1637,2017-06-22,2021-12-14,74191150,,,,
AIB,1637,2017-08-31,2022-02-22,286476,,,,
ZBIO,1628,2020-03-30,2024-09-12,1590754,,,,
ACI,1627,2016-01-12,2020-06-25,65182021,,,,
SN,1620,2019-02-20,2023-07-28,53105320,,,,
STEM,1612,2016-11-29,2021-04-28,20902100,,,,
BDRX,1606,2015-12-07,2020-04-29,4830602,,,,
FIG,1602,2017-12-27,2022-05-16,46404445,,,,
APXT,1597,2021-07-02,2025-11-14,13139109,,,,
ATMR,1594,2016-11-14,2021-03-26,1147719,,,,
FVE,1578,2017-10-03,2022-01-27,37656584,,,,
BITE,1567,2016-12-23,2021-04-07,305016,,,,
SST,1565,2017-10-16,2022-01-27,2752867,,,,
EAC,1559,2016-11-21,2021-02-26,286677,,,,
CHA,1557,2021-01-11,2025-04-16,5292024,,,,
CERE,1549,2016-08-01,2020-10-27,21937645,,,,
BOLD,1534,2020-01-15,2024-03-27,9862320,,,,
TNXP,1525,2015-01-02,2019-03-06,14568257,,,,
SVAC,1523,2021-07-30,2025-09-29,4519845,,,,
FREE,1522,2016-04-25,2020-06-24,2119288,,,,
GB,1520,2016-07-01,2020-08-28,2676635,,,,
MRT,1516,2019-05-17,2023-07-10,1521072,,,,
ARIS,1514,2017-08-30,2021-10-21,5527616,,,,
SEV,1511,2017-09-28,2021-11-16,5737730,,,,
LTM,1506,2020-06-10,2024-07-24,16343695,,,,
GLAC,1495,2019-10-29,2023-12-01,494096,,,,
WINT,1492,2016-04-19,2020-05-19,2356603,,,,
FUSE,1491,2021-09-23,2025-10-22,8527962,,,,
NSR,1484,2017-08-08,2021-08-30,14175683,,,,
FLY,1465,2021-08-03,2025-08-06,6656850,,,,
CETX,1463,2015-06-25,2019-06-26,3992108,,,,
LWAC,1450,2021-08-26,2025-08-14,1680978,,,,
MMV,1444,2019-01-22,2023-01-04,514293,,,,
HAO,1438,2020-02-18,2024-01-25,1239988,,,,
DV,1428,2017-05-24,2021-04-20,32553876,,,,
ISLE,1425,2017-05-02,2021-03-26,3832444,,,,
ANTX,1424,2018-05-01,2022-03-24,5192023,,,,
BLUW,1420,2021-09-10,2025-07-30,2194275,,,,
GRAF,1416,2020-09-30,2024-08-15,3582686,,,,
JAGX,1403,2015-05-13,2019-03-15,7487542,,,,
RELY,1395,2017-11-28,2021-09-22,19077884,,,,
TEAD,1394,2017-09-28,2021-07-22,1611020,,,,
GEw,1389,2019-02-26,2022-12-15,14966066,,,,
IPW,1387,2017-07-25,2021-05-11,557532,,,,
AMLX,1365,2018-04-13,2022-01-06,14968294,,,,
TRMR,1361,2017-09-26,2021-06-17,1072872,,,,
CART,1356,2020-01-02,2023-09-18,55271974,,,,
PACE,1354,2017-03-13,2020-11-25,4103770,,,,
INCR,1332,2018-01-08,2021-08-31,12790868,,,,
CNDA,1313,2018-03-19,2021-10-21,743248,,,,
GLEE,1310,2019-03-15,2022-10-14,97886,,,,
PT,1305,2015-03-30,2018-10-24,423772,,,,
CAI,1303,2021-11-23,2025-06-17,6500864,,,,
SERV,1291,2020-10-05,2024-04-17,58694805,,,,
MEG,1282,2017-01-18,2020-07-22,12500673,,,,
DJT,1274,2018-04-05,2021-09-29,224667650,,,,
BHAC,1267,2018-06-28,2021-12-15,318642,,,,
ESGL,1263,2020-02-18,2023-08-03,166629,,,,
MSC,1260,2015-05-07,2018-10-17,126607,,,,
TIGR,1258,2015-10-09,2019-03-19,35965542,,,,
BINI,1257,2021-11-05,2025-04-14,17502412,so much reverse stock splits that the volume becomes 0,,,
MLNK,1247,2018-02-27,2021-07-27,2995385,,,,
CLA,1242,2017-05-30,2020-10-22,2183287,,,,
XM,1238,2017-09-08,2021-01-27,48365517,,,,
TRNX,1237,2015-10-02,2019-02-19,5111655,,,,
RGC,1233,2018-03-01,2021-07-15,22356804,,,,
ISRL,1225,2019-10-22,2023-02-27,233542,,,,
WOOF,1220,2017-09-12,2021-01-13,38732049,,,,
ELA,1217,2016-08-18,2019-12-17,282847,,,,
PLL,1200,2015-08-31,2018-12-12,27946124,,,,
TDAC,1200,2021-11-01,2025-02-12,1971939,,,,
TW,1185,2016-01-05,2019-04-03,74167117,,,,
TACO,1185,2022-03-08,2025-06-04,4281989,,,,
NP,1183,2022-07-06,2025-09-30,5864519,,,,
CCV,1183,2017-11-10,2021-02-04,1296895,,,,
CUB,1172,2021-05-25,2024-08-08,11204215,,,,
ERO,1159,2018-04-13,2021-06-14,3541586,,,,
ADTX,1157,2020-06-30,2023-08-30,12129834,,,,
ASNS,1156,2019-03-14,2022-05-12,1720970,,,,
THOR,1155,2015-10-09,2018-12-06,23197342,,,,
SNOW,1142,2017-08-01,2020-09-15,696465860,,,,
AVHI,1142,2018-10-02,2021-11-16,1286207,,,,
PRME,1130,2019-09-16,2022-10-19,3871053,,,,
RXDX,1128,2018-02-08,2021-03-11,24615460,,,,
STXS,1128,2016-08-04,2019-09-05,949860,,,,
RICE,1125,2017-11-13,2020-12-11,64301682,,,,
GPAC,1124,2018-02-05,2021-03-04,466650,,,,
SOFO,1121,2018-12-31,2022-01-24,83404,,,,
FB,1113,2022-06-09,2025-06-25,3804482252,there is an ETF called FB,,,
CNXC,1098,2017-11-29,2020-11-30,24510582,,,,
SIGA,1098,2015-03-20,2018-03-21,11869858,,,,
MR,1092,2016-03-04,2019-02-28,9333225,,,,
PX,1086,2018-10-31,2021-10-20,102330366,,,,
LGMK,1079,2015-01-02,2017-12-15,7496162,,,,
ICON,1073,2021-08-04,2024-07-11,5862224,,,,
AHPA,1065,2018-10-31,2021-09-29,1033267,,,,
LB,1060,2021-08-03,2024-06-27,148494286,,,,
TIL,1053,2018-05-01,2021-03-18,2575689,,,,
AWH,1050,2017-07-28,2020-06-11,10037650,,,,
EVTV,1049,2019-08-22,2022-07-05,459293,,,,
CCX,1041,2016-09-23,2019-07-30,4453773,,,,
GIW,1040,2022-12-20,2025-10-24,474759,,,,
TC,1040,2016-01-15,2018-11-19,335702,,,,
CECO,1038,2020-01-02,2022-11-04,5835420,,,,
DELLw,1035,2018-12-28,2021-10-27,31563357,,,,
XTIA,1021,2017-03-01,2019-12-16,5279600,,,,
EVO,1017,2019-01-22,2021-11-03,413327,,,,
CGNT,1016,2018-04-23,2021-02-01,3671408,,,,
TCRX,1015,2018-10-05,2021-07-15,633476,,,,
MON,1013,2018-06-07,2021-03-15,240598557,,,,
PAY,1010,2018-08-20,2021-05-25,22716749,,,,
GIG,1008,2021-12-08,2024-09-10,1601601,,,,
MACQ,998,2018-07-27,2021-04-19,1070597,,,,
WTW,992,2019-04-22,2022-01-07,108235500,,,,
AVIR,989,2018-02-14,2020-10-29,7910886,,,,
SWI,987,2016-02-05,2018-10-18,15677125,,,,
CIVI,970,2019-03-08,2021-11-01,34542290,,,,
IPOD,969,2022-10-17,2025-06-11,6138825,,,,
DCTH,963,2017-09-11,2020-04-30,3350150,,,,
EDR,952,2018-09-20,2021-04-28,41741062,,,,
TOPS,950,2015-01-02,2017-08-08,3518877,,,,
BNZI,946,2018-07-12,2021-02-11,1309293,,,,
ONCY,939,2015-11-05,2018-05-31,1099160,,,,
MPAC,939,2018-11-12,2021-06-07,993244,,,,
BRAC,926,2019-08-12,2022-02-22,392404,,,,
NEWTI,921,2021-02-22,2023-08-31,109011,,,,
VNOw,919,2015-01-08,2017-07-14,643978,,,,
VG,918,2022-07-21,2025-01-23,36248107,,,,
GAINN,916,2018-08-31,2021-03-03,200926,,,,
ACT,912,2015-06-15,2017-12-12,54483226,,,,
SAIL,912,2022-08-16,2025-02-12,52343016,,,,
FG,912,2020-06-02,2022-11-30,9209226,,,,
COGT,904,2018-04-16,2020-10-05,9940574,,,,
BUR,904,2018-04-27,2020-10-16,5313361,,,,
IBTA,902,2021-10-29,2024-04-17,10705943,,,,
CBDw,901,2021-03-05,2023-08-22,46144,,,,
HIND,898,2018-12-31,2021-06-15,4444510,,,,
DYN,892,2018-04-09,2020-09-16,28447595,,,,
LION,892,2019-07-01,2021-12-08,3368240,,,,
COOL,885,2018-09-18,2021-02-18,2114037,,,,
NIO,884,2016-04-11,2018-09-11,916759337,,,,
ASPC,883,2022-08-04,2025-01-02,342388,,,,
ESI,878,2016-09-06,2019-01-31,26019358,,,,
RPRX,866,2018-02-01,2020-06-15,59093334,,,,
LEXEB,862,2016-12-08,2019-04-18,19778,,,,
SMPL,859,2015-03-02,2017-07-07,21154956,,,,
EMCG,855,2020-05-28,2022-09-29,211336,,,,
FRSH,853,2019-05-23,2021-09-21,23170005,,,,
SDRL,844,2020-06-22,2022-10-13,30649261,,,,
DAVE,842,2019-09-17,2022-01-05,11631195,,,,
